,Unnamed: 0,asset_id,id,status_type_id,sensor_0_avg,sensor_1_avg,sensor_2_avg,Wind speed (m/s),wind_speed_4_avg,wind_speed_3_max,wind_speed_3_min,wind_speed_3_std,Pitch angle (°),sensor_5_max,sensor_5_min,sensor_5_std,sensor_6_avg,sensor_7_avg,sensor_8_avg,sensor_9_avg,sensor_10_avg,sensor_11_avg,sensor_12_avg,sensor_13_avg,sensor_14_avg,sensor_15_avg,sensor_16_avg,sensor_17_avg,sensor_18_avg,sensor_18_max,sensor_18_min,sensor_18_std,sensor_19_avg,sensor_20_avg,sensor_21_avg,sensor_22_avg,sensor_23_avg,sensor_24_avg,sensor_25_avg,sensor_26_avg,reactive_power_27_avg,reactive_power_27_max,reactive_power_27_min,reactive_power_27_std,reactive_power_28_avg,reactive_power_28_max,reactive_power_28_min,reactive_power_28_std,power_29_avg,power_29_max,power_29_min,power_29_std,power_30_avg,power_30_max,power_30_min,power_30_std,sensor_31_avg,sensor_31_max,sensor_31_min,sensor_31_std,sensor_32_avg,sensor_33_avg,sensor_34_avg,sensor_35_avg,sensor_36_avg,sensor_37_avg,sensor_38_avg,sensor_39_avg,sensor_40_avg,sensor_41_avg,sensor_42_avg,sensor_43_avg,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,Power (kW),sensor_51,Rotor speed (RPM),sensor_52_max,sensor_52_min,sensor_52_std,sensor_53_avg
184,1917,10,1917,0,15,212.3,15.4,5.8,6.3,14.2,1.0,1.4,-1.5,0.2,-2.5,0.6,26,39,97,41,38,55,52,47,44.0,68,67,68,1348.7,1532.4,1202.4,69.6,25,40,39,0.9,373.1,403.5,378.8,50.0,0.481463415,0.487804878,0.237658537,0.029512195,-0.481463415,-0.237658537,-0.487804878,0.029512195,0.208682927,0.408146341,0.048536585,0.076536585,0.208585366,0.397512195,0.055121951,0.07595122,-0.08102439,-150.9,-181.3,6.8,400.0,397.5,398.0,40,41,41,73,78,72,43,196.8,28,0,71406,0,0,-27676,0,71406,-27676,11.9,13.5,10.7,0.6,18
185,1923,10,1923,0,14,277.4,25.5,7.8,7.6,18.3,1.2,1.9,-2.0,-0.8,-2.4,0.3,26,39,99,41,38,58,54,48,45.0,75,72,74,1547.7,1670.6,1274.5,78.2,26,42,39,1.0,646.9,682.3,660.6,50.0,0.486878049,0.487804878,0.406292683,0.006780488,-0.487804878,-0.487804878,-0.487804878,0.0,0.374,0.767317073,0.115658537,0.110195122,0.373756098,0.748097561,0.129609756,0.109414634,-0.093853659,-181.4,-202.2,5.1,398.2,395.7,396.2,41,42,42,76,81,75,43,251.9,28,0,127649,0,0,-32059,0,127649,-32059,13.7,14.7,11.3,0.7,17
186,1952,10,1952,0,17,233.6,2.1,10.0,9.8,20.2,1.7,2.1,-0.9,5.1,-2.5,1.7,31,41,107,42,39,62,53,59,64.0,102,96,98,1650.9,1731.4,1560.7,28.6,32,44,42,1.0,1249.9,1276.2,1255.9,50.0,0.393073171,0.487804878,0.198097561,0.108536585,-0.452731707,-0.284536585,-0.487804878,0.071170732,0.730536585,0.975609756,0.39795122,0.163658537,0.731804878,1.025512195,0.402829268,0.164926829,-0.092682927,-177.8,-200.5,5.7,400.2,397.8,399.4,44,45,45,90,94,89,45,231.5,31,0,250931,0,0,-31711,0,250931,-31711,14.6,15.3,13.8,0.2,25
187,1959,10,1959,0,17,197.1,-33.3,9.6,9.2,19.6,1.3,2.0,-1.4,2.5,-2.5,1.0,31,43,105,44,39,61,56,59,68.0,89,86,87,1649.1,1709.0,1511.9,31.3,30,45,41,1.0,1081.8,1113.5,1094.6,50.0,0.438926829,0.487804878,0.198097561,0.080097561,-0.477560976,-0.284536585,-0.487804878,0.035170732,0.632195122,0.975609756,0.341121951,0.163414634,0.632292683,1.007414634,0.34297561,0.163658537,-0.08795122,-166.4,-197.4,7.5,398.4,396.0,397.2,43,44,43,88,93,87,46,230.4,32,0,215708,0,0,-30048,0,215708,-30048,14.6,15.1,13.3,0.3,23
188,1961,10,1961,0,17,220.0,6.7,9.3,9.1,16.5,2.2,1.9,-1.5,4.2,-2.5,1.0,31,43,105,44,39,62,55,59,68.0,89,85,86,1638.7,1727.6,1482.3,44.1,30,45,41,1.0,1047.5,1080.4,1064.0,50.0,0.426585366,0.487804878,0.198097561,0.095707317,-0.466341463,-0.284536585,-0.487804878,0.056146341,0.61297561,0.975609756,0.243121951,0.208292683,0.61297561,1.026,0.249609756,0.210682927,-0.078292683,-139.7,-191.3,14.2,397.8,395.6,396.4,42,44,43,88,93,86,46,213.3,32,0,208968,0,0,-26714,0,208968,-26714,14.5,15.2,13.1,0.4,22
189,1994,10,1994,0,14,188.6,13.5,8.3,7.8,18.4,2.1,1.5,-2.1,-0.5,-3.0,0.3,25,38,95,39,38,54,50,40,40.0,62,61,62,1603.3,1671.0,1361.3,61.6,24,37,39,1.0,659.3,710.7,690.7,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.397121951,0.58,0.203707317,0.067609756,0.396731707,0.572926829,0.217804878,0.067121951,-0.064292683,-117.9,-152.4,9.2,401.2,398.5,398.5,41,42,42,77,80,73,43,175.1,27,0,135279,0,0,-21948,0,135279,-21948,14.2,14.8,12.1,0.5,17
190,1995,10,1995,0,13,181.2,8.6,8.3,7.7,17.0,1.6,1.7,-2.0,-0.8,-2.4,0.3,25,38,95,39,34,56,51,42,41.0,64,63,64,1586.8,1682.3,1298.9,100.5,24,37,36,1.0,662.2,704.8,688.1,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.39404878,0.612634146,0.164585366,0.101609756,0.394439024,0.605512195,0.17897561,0.101170732,-0.066146341,-117.7,-149.4,9.3,400.0,397.6,397.7,37,38,38,77,81,73,43,172.6,27,0,134899,0,0,-22611,0,134899,-22611,14.0,14.9,11.5,0.9,17
191,1996,10,1996,0,13,159.9,-4.7,8.5,8.1,17.4,1.6,1.4,-2.2,-1.6,-2.4,0.2,25,38,96,39,33,57,52,44,41.0,66,64,65,1626.3,1677.0,1466.6,38.0,24,38,35,1.0,765.6,808.9,796.4,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.455707317,0.602390244,0.281414634,0.065756098,0.455073171,0.595560976,0.295414634,0.065756098,-0.068097561,-129.5,-151.5,3.8,398.7,396.4,396.4,37,38,38,77,81,73,43,164.6,26,0,155545,0,0,-23267,0,155545,-23267,14.4,14.8,13.0,0.3,17
192,1997,10,1997,0,13,177.6,13.0,7.6,7.4,13.1,2.7,1.4,-2.1,-0.1,-2.7,0.3,25,38,96,39,33,57,52,45,42.0,66,64,65,1559.0,1674.4,1341.3,84.5,24,38,35,1.0,579.8,621.7,608.9,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.345853659,0.540146341,0.176536585,0.081073171,0.346146341,0.517170732,0.185902439,0.080195122,-0.061463415,-101.5,-142.9,11.9,399.2,396.8,396.6,36,37,37,77,81,74,43,164.6,26,0,118248,0,0,-21018,0,118248,-21018,13.8,14.8,11.9,0.7,16
193,2013,10,2013,0,14,170.6,-2.4,7.4,6.8,12.4,2.7,1.0,-2.1,-0.5,-3.2,0.1,23,35,91,36,33,52,46,37,38.0,57,56,57,1545.5,1626.6,1439.0,40.0,23,34,34,1.0,418.3,458.6,444.0,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.253463415,0.365707317,0.148341463,0.041902439,0.25297561,0.356585366,0.158146341,0.041073171,-0.050097561,-81.9,-120.7,7.6,400.9,398.7,398.4,36,37,37,73,76,68,41,173.0,26,0,86196,0,0,-17109,0,86196,-17109,13.6,14.3,12.7,0.3,16
194,2014,10,2014,0,14,158.9,-7.4,7.5,7.1,12.0,2.6,1.1,-2.2,-1.1,-2.4,0.2,23,35,91,36,33,54,47,38,39.0,59,57,58,1566.6,1654.5,1362.2,51.0,23,35,34,1.0,489.7,530.3,517.1,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.294439024,0.391853659,0.197560976,0.035219512,0.294926829,0.374195122,0.202731707,0.034341463,-0.053804878,-97.2,-117.5,4.2,400.5,398.3,398.1,36,37,37,73,76,68,41,166.3,26,0,100741,0,0,-18381,0,100741,-18381,13.8,14.6,12.0,0.4,16
195,2015,10,2015,0,14,177.9,11.6,7.2,6.7,11.1,2.9,1.0,-2.1,-1.5,-2.3,0.1,23,36,91,36,33,54,47,39,39.0,58,57,58,1524.5,1622.9,1346.5,56.0,23,35,34,1.0,407.2,446.7,432.7,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.244341463,0.324585366,0.138341463,0.034243902,0.244341463,0.314829268,0.144926829,0.033073171,-0.050634146,-95.6,-116.6,4.8,398.3,396.2,395.8,36,37,37,73,76,69,41,166.3,26,0,83662,0,0,-17296,0,83662,-17296,13.5,14.3,11.9,0.5,16
196,2021,10,2021,0,14,174.0,6.5,7.7,7.4,14.7,2.5,1.2,-2.2,-0.7,-3.2,0.2,24,35,90,36,33,54,47,36,39.0,59,58,59,1578.5,1657.9,1360.9,58.5,23,35,35,1.0,564.7,598.6,583.7,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.334146341,0.428,0.198195122,0.051560976,0.334390244,0.42502439,0.208682927,0.050634146,-0.057268293,-105.8,-124.4,4.4,398.6,396.4,396.7,36,38,37,72,75,67,42,167.4,25,0,114311,0,0,-19559,0,114311,-19559,13.9,14.6,12.0,0.5,16
197,2046,10,2046,0,15,159.1,-18.5,6.3,6.4,15.6,0.9,2.2,-1.5,0.9,-2.4,0.9,26,36,93,38,34,52,47,34,39.0,59,58,59,1420.5,1665.8,1221.8,134.0,24,35,35,0.9,408.4,434.2,411.8,50.0,0.464146341,0.487804878,0.096780488,0.069853659,-0.464146341,-0.096780488,-0.487804878,0.069853659,0.229317073,0.574390244,0.019756098,0.114195122,0.228878049,0.560634146,0.019902439,0.113902439,-0.074926829,-141.9,-163.6,4.3,399.1,397.0,397.6,36,37,37,69,73,65,43,177.5,26,0,78099,0,0,-25603,0,78099,-25603,12.5,14.7,10.8,1.2,19
198,2051,10,2051,0,15,177.5,-16.1,5.7,6.0,15.9,0.7,1.9,-1.2,0.8,-3.1,0.8,26,36,93,38,33,51,47,35,39.0,60,59,60,1355.3,1614.0,1221.2,105.6,24,36,35,0.9,340.3,360.8,333.4,50.0,0.448829268,0.487804878,0.066146341,0.094878049,-0.448829268,-0.066146341,-0.487804878,0.094878049,0.184341463,0.547804878,0.013512195,0.097365854,0.183658537,0.523658537,0.014292683,0.096634146,-0.073658537,-128.8,-170.2,9.7,399.0,396.6,397.6,35,37,36,69,73,65,43,193.7,26,0,62577,0,0,-25150,0,62577,-25150,12.0,14.3,10.8,0.9,18
199,2052,10,2052,0,15,209.2,19.8,5.5,5.7,14.2,0.7,1.5,-1.3,-0.1,-2.4,0.6,26,36,93,38,33,52,47,35,39.0,60,59,60,1327.5,1636.3,1234.3,81.5,24,36,35,0.9,274.7,295.1,271.2,50.0,0.462780488,0.487804878,0.172878049,0.056292683,-0.462780488,-0.172878049,-0.487804878,0.056292683,0.145219512,0.365170732,0.035268293,0.062634146,0.145414634,0.346292683,0.036585366,0.06195122,-0.07102439,-130.2,-167.1,8.0,398.0,396.0,396.6,35,36,36,69,73,65,43,189.5,26,0,49721,0,0,-24282,0,49721,-24282,11.7,14.4,10.9,0.7,18
200,2053,10,2053,0,16,175.6,-14.6,6.1,6.6,20.7,1.1,1.8,-1.6,0.2,-2.3,0.6,26,36,93,38,33,52,47,35,39.0,60,59,61,1375.9,1622.9,1232.2,98.7,24,36,35,0.9,428.9,453.6,430.9,50.0,0.487804878,0.487804878,0.477170732,0.000341463,-0.487804878,-0.477170732,-0.487804878,0.000341463,0.241170732,0.490097561,0.097414634,0.085365854,0.241365854,0.472146341,0.100682927,0.084780488,-0.08004878,-144.9,-177.7,7.4,398.2,395.8,396.6,35,37,36,69,73,65,43,190.2,26,0,82256,0,0,-27346,0,82256,-27346,12.1,14.3,10.9,0.9,18
201,2054,10,2054,0,16,185.6,2.4,6.7,7.3,25.4,0.8,2.1,-1.7,-0.1,-2.5,0.6,26,36,94,38,33,54,48,35,39.0,62,60,62,1444.5,1661.6,1183.9,115.3,24,36,35,1.0,581.3,606.5,584.2,50.0,0.487756098,0.487804878,0.464243902,0.00102439,-0.487756098,-0.464243902,-0.487804878,0.00102439,0.334292683,0.679365854,0.094780488,0.13404878,0.333121951,0.657317073,0.096585366,0.132536585,-0.083707317,-161.0,-183.8,5.5,399.0,396.6,397.6,36,37,37,69,73,65,43,183.2,26,0,113409,0,0,-28574,0,113409,-28574,12.8,14.6,10.5,1.0,19
202,2055,10,2055,0,16,186.5,-0.8,7.3,7.5,20.1,0.8,2.4,-1.7,0.7,-2.4,0.6,26,36,94,38,33,56,49,36,40.0,65,62,64,1483.1,1661.9,1239.3,130.3,25,37,35,1.0,645.6,669.8,647.2,50.0,0.486487805,0.487804878,0.385073171,0.008097561,-0.487756098,-0.461268293,-0.487804878,0.000780488,0.368195122,0.788536585,0.094146341,0.161804878,0.369512195,0.756146341,0.099121951,0.160341463,-0.089609756,-161.0,-193.4,7.0,399.2,396.9,398.0,36,38,37,70,73,66,43,187.4,26,0,126359,0,0,-30620,0,126359,-30620,13.1,14.6,10.9,1.1,19
203,2057,10,2057,0,15,166.0,-24.2,6.8,7.0,19.8,1.4,2.2,-1.6,-0.3,-2.9,0.6,27,37,94,38,34,54,49,36,41.0,64,62,63,1439.1,1677.0,1226.5,134.1,25,37,35,0.9,531.0,555.4,532.5,50.0,0.487560976,0.487804878,0.43804878,0.002878049,-0.487560976,-0.43804878,-0.487804878,0.002878049,0.302682927,0.626634146,0.089414634,0.137073171,0.301414634,0.618926829,0.09102439,0.136097561,-0.083365854,-161.6,-181.5,4.8,398.2,395.9,396.9,36,37,37,70,74,66,43,190.2,26,0,103251,0,0,-28473,0,103251,-28473,12.7,14.8,10.8,1.2,19
204,2060,10,2060,0,15,181.2,20.7,8.0,7.9,21.9,0.6,3.1,-0.9,9.5,-2.4,1.9,26,37,94,38,34,52,49,36,40.0,64,62,63,1513.7,1767.9,1237.4,153.2,24,36,36,0.9,787.4,815.5,796.4,50.0,0.386146341,0.487804878,0.047804878,0.132634146,-0.416878049,-0.047804878,-0.487804878,0.122585366,0.457414634,0.975609756,0.009463415,0.326097561,0.457073171,1.026536585,0.008341463,0.328439024,-0.054634146,-7.6,-191.5,42.3,399.5,397.3,398.0,38,39,39,70,74,66,44,160.4,26,0,155271,0,0,-18630,0,155271,-18630,13.4,15.6,10.9,1.3,18
205,2061,10,2061,0,14,209.1,6.4,9.8,9.9,19.7,1.0,3.4,1.0,10.1,-2.5,3.2,26,37,97,38,35,59,52,37,41.0,78,72,74,1585.4,1790.9,1241.8,142.3,26,39,39,1.0,1201.6,1229.3,1207.3,50.0,0.338292683,0.487804878,0.198097561,0.13595122,-0.39502439,-0.284536585,-0.487804878,0.097658537,0.69502439,0.975609756,0.103804878,0.31697561,0.70004878,1.02697561,0.10804878,0.320243902,-0.080682927,-106.7,-204.4,26.4,398.7,396.2,397.7,41,42,41,71,75,68,43,202.8,26,0,239433,0,0,-27523,0,239433,-27523,14.0,15.8,11.0,1.3,18
206,2065,10,2065,0,16,161.7,-19.7,6.9,7.1,20.1,1.1,2.3,-1.6,1.0,-2.4,0.7,26,38,97,40,34,58,52,43,43.0,70,67,69,1448.2,1697.0,1234.3,118.7,26,39,35,0.9,548.0,571.5,549.9,50.0,0.481609756,0.487804878,0.292731707,0.026439024,-0.486926829,-0.348682927,-0.487804878,0.007853659,0.312439024,0.880926829,0.071170732,0.171170732,0.312195122,0.85897561,0.083268293,0.17102439,-0.081268293,-152.9,-182.1,6.1,398.6,396.3,397.2,36,38,37,73,77,70,44,181.4,27,0,106885,0,0,-27764,0,106885,-27764,12.8,14.9,10.9,1.0,19
207,2067,10,2067,0,16,168.3,-21.8,5.5,5.8,16.3,0.8,2.0,-1.1,0.7,-3.1,0.8,27,38,96,40,34,55,51,43,43.0,65,64,65,1347.9,1645.5,1212.5,111.0,26,39,35,0.8,320.1,338.2,313.2,50.0,0.416585366,0.487804878,0.074243902,0.105073171,-0.416585366,-0.074243902,-0.487804878,0.105073171,0.169707317,0.57302439,0.015170732,0.124390244,0.169219512,0.559902439,0.015804878,0.124,-0.072878049,-127.3,-170.7,12.7,400.2,398.2,398.9,35,37,36,73,77,69,44,190.2,28,0,57580,0,0,-24898,0,57580,-24898,11.9,14.5,10.7,1.0,19
208,2070,10,2070,0,17,173.8,-2.4,8.3,8.4,21.5,0.7,2.6,-1.5,2.9,-2.4,1.1,27,39,99,41,39,61,55,46,44.0,77,73,74,1545.1,1707.0,1239.5,102.3,27,41,40,1.0,870.3,897.1,873.0,50.0,0.46497561,0.487804878,0.198097561,0.061317073,-0.482731707,-0.284536585,-0.487804878,0.026731707,0.502195122,0.975609756,0.099121951,0.182585366,0.503121951,1.022780488,0.101268293,0.18497561,-0.097853659,-189.6,-212.7,5.7,398.7,396.4,397.8,42,43,43,74,78,72,44,176.2,28,0,172091,0,0,-33387,0,172091,-33387,13.6,15.0,10.9,0.9,20
209,2071,10,2071,0,16,183.6,-16.3,7.4,7.7,36.8,1.2,2.4,-1.8,2.3,-2.4,0.6,27,39,99,41,39,60,54,46,45.0,74,71,72,1500.4,1652.9,1246.0,97.8,27,41,40,1.0,670.2,694.3,668.0,50.0,0.487609756,0.487804878,0.39102439,0.003414634,-0.487804878,-0.487804878,-0.487804878,0.0,0.384682927,0.782585366,0.160926829,0.114097561,0.384585366,0.733414634,0.170390244,0.113073171,-0.09604878,-185.9,-206.6,4.5,400.2,397.9,399.4,41,42,42,75,79,72,44,200.0,29,0,131449,0,0,-32827,0,131449,-32827,13.2,14.5,11.1,0.9,20
210,2072,10,2072,0,16,176.1,-27.3,6.8,7.1,24.6,0.4,2.0,-1.7,-0.1,-2.4,0.5,27,39,98,41,38,59,54,47,45.0,72,70,71,1451.8,1638.9,1209.0,109.7,27,41,39,0.9,537.6,562.2,534.5,50.0,0.482731707,0.487804878,0.23102439,0.030585366,-0.482731707,-0.23102439,-0.487804878,0.030585366,0.305902439,0.60204878,0.047170732,0.122341463,0.306585366,0.577365854,0.049560976,0.123560976,-0.086682927,-158.7,-202.4,12.4,401.8,399.4,400.6,40,41,41,75,79,72,44,203.4,29,0,104902,0,0,-29620,0,104902,-29620,12.8,14.4,10.7,1.0,20
211,2073,10,2073,0,16,179.2,-7.8,6.0,6.4,21.1,0.6,2.0,-1.5,0.8,-2.4,0.6,27,40,98,41,38,57,54,46,45.0,70,68,70,1379.8,1669.7,1201.7,104.1,26,41,39,0.9,402.7,424.8,397.2,50.0,0.466341463,0.487804878,0.12795122,0.064634146,-0.466341463,-0.12795122,-0.487804878,0.064634146,0.220731707,0.707609756,0.026097561,0.129902439,0.220097561,0.68804878,0.027512195,0.129463415,-0.085512195,-162.6,-194.0,5.4,401.6,399.2,400.2,39,41,40,75,79,72,44,187.0,28,0,75443,0,0,-29209,0,75443,-29209,12.2,14.8,10.6,0.9,19
212,2074,10,2074,0,16,176.3,-12.1,6.4,6.7,20.3,1.0,2.0,-1.6,0.4,-2.4,0.6,27,40,98,41,38,57,53,45,45.0,69,67,69,1411.0,1672.7,1224.5,116.4,26,41,39,0.9,459.0,483.9,458.6,50.0,0.48595122,0.487804878,0.355658537,0.012536585,-0.486243902,-0.355658537,-0.487804878,0.012195122,0.258780488,0.734926829,0.072585366,0.124487805,0.258731707,0.719219512,0.074634146,0.124487805,-0.084878049,-161.8,-187.5,5.8,400.7,398.3,399.2,40,41,41,75,79,72,44,188.4,29,0,88075,0,0,-28989,0,88075,-28989,12.5,14.8,10.9,1.0,19
213,2085,10,2085,0,15,176.5,-11.6,5.0,5.2,18.4,0.7,1.6,-0.9,2.1,-2.4,0.8,26,37,97,39,33,54,52,46,46.0,69,68,70,1299.0,1511.7,1193.1,65.2,26,37,35,0.8,227.5,244.0,219.6,50.0,0.386292683,0.487804878,0.035170732,0.135463415,-0.386292683,-0.035170732,-0.487804878,0.135463415,0.11297561,0.40497561,0.007170732,0.071707317,0.113317073,0.399512195,0.009073171,0.071609756,-0.063414634,-90.5,-143.4,7.9,398.9,396.7,397.3,35,36,36,78,82,74,46,188.1,27,0,38831,0,0,-21660,0,38831,-21660,11.5,13.3,10.6,0.6,18
214,2096,10,2096,0,16,242.3,10.8,9.3,9.0,24.5,1.9,2.0,-1.7,4.4,-2.4,1.0,26,40,108,41,38,63,55,55,78.0,96,92,94,1638.3,1717.6,1492.7,34.7,30,44,41,1.0,1025.9,1055.0,1035.8,50.0,0.462390244,0.487804878,0.198097561,0.071756098,-0.476487805,-0.284536585,-0.487804878,0.043317073,0.602341463,0.975609756,0.374146341,0.133268293,0.602243902,1.025560976,0.380097561,0.134195122,-0.083463415,-156.9,-182.2,5.9,400.2,398.1,399.4,42,44,43,88,92,86,46,231.5,30,0,206354,0,0,-28566,0,206354,-28566,14.5,15.2,13.2,0.3,19
215,2107,10,2107,0,16,244.2,-16.4,8.4,8.2,19.8,1.7,2.3,-1.7,1.6,-2.5,0.9,27,41,107,41,39,60,52,62,83.0,102,99,101,1565.7,1703.7,1274.6,105.2,34,43,40,1.0,810.8,833.7,807.2,50.0,0.47097561,0.487804878,0.198097561,0.050731707,-0.484634146,-0.284536585,-0.487804878,0.019121951,0.466926829,0.975609756,0.146585366,0.195512195,0.465902439,0.958878049,0.157902439,0.194634146,-0.096439024,-186.3,-207.3,4.0,398.7,396.5,398.1,42,43,43,83,89,81,48,260.6,31,0,158635,0,0,-32949,0,158635,-32949,13.8,15.0,11.3,0.9,20
216,2111,10,2111,0,16,244.5,-20.3,8.2,7.9,19.0,1.5,2.0,-1.9,-0.1,-2.4,0.5,27,41,107,41,39,60,52,63,82.0,99,96,98,1570.9,1691.3,1346.5,86.5,33,43,40,1.0,733.1,760.2,736.3,50.0,0.485902439,0.487804878,0.368,0.010780488,-0.487804878,-0.487804878,-0.487804878,0.0,0.425902439,0.805609756,0.143365854,0.136585366,0.426,0.796926829,0.148926829,0.136780488,-0.091463415,-176.0,-196.1,4.6,401.2,398.9,400.0,41,43,42,79,85,78,48,264.8,31,0,145480,0,0,-31251,0,145480,-31251,13.9,15.0,11.9,0.8,20
217,2112,10,2112,0,16,276.4,18.6,5.9,6.0,13.6,1.8,1.4,-1.6,-0.4,-2.4,0.5,27,42,106,42,38,57,51,61,80.0,92,90,92,1360.3,1646.4,1220.4,108.2,31,44,39,0.9,327.7,346.9,320.3,50.0,0.471707317,0.487804878,0.139170732,0.048926829,-0.471707317,-0.139170732,-0.487804878,0.048926829,0.176243902,0.455073171,0.028390244,0.084682927,0.176146341,0.449707317,0.039756098,0.084292683,-0.076487805,-140.4,-180.0,10.4,399.7,397.5,398.4,40,41,41,77,83,76,48,257.8,31,0,60269,0,0,-26124,0,60269,-26124,12.0,14.5,10.8,1.0,20
218,2115,10,2115,0,17,273.6,-0.7,9.5,9.2,17.6,2.0,1.9,-1.6,1.1,-2.4,0.8,27,42,105,44,39,61,56,58,78.0,94,90,91,1645.0,1707.2,1539.3,27.5,33,44,41,1.0,1084.5,1117.8,1098.1,50.0,0.456,0.487804878,0.198097561,0.065073171,-0.481707317,-0.284536585,-0.487804878,0.02995122,0.638390244,0.975609756,0.317219512,0.125658537,0.63897561,1.023414634,0.332097561,0.124439024,-0.085317073,-165.2,-181.9,3.9,400.9,398.6,399.7,43,44,43,74,80,72,48,274.3,31,0,218768,0,0,-29151,0,218768,-29151,14.5,15.1,13.6,0.2,19
219,2119,10,2119,0,17,256.4,-17.1,9.0,8.8,25.3,1.9,2.2,-1.6,0.8,-2.5,0.8,27,42,104,43,38,61,56,56,76.0,89,85,87,1612.1,1693.7,1435.8,52.7,32,44,40,1.0,960.6,996.9,977.5,50.0,0.473512195,0.487804878,0.291658537,0.034926829,-0.487756098,-0.462731707,-0.487804878,0.000585366,0.563170732,0.882,0.269268293,0.139219512,0.563219512,0.869512195,0.28302439,0.138292683,-0.086439024,-166.4,-184.8,3.8,398.9,396.3,397.2,42,43,43,70,76,70,47,273.6,31,0,192454,0,0,-29539,0,192454,-29539,14.2,14.9,12.7,0.5,19
220,2128,10,2128,0,17,255.6,4.8,8.1,8.1,17.4,0.5,1.5,-2.1,-1.0,-2.4,0.3,26,42,100,43,39,58,53,46,68.0,73,71,72,1590.5,1689.9,1368.6,59.2,30,42,40,1.0,755.6,793.6,779.3,50.0,0.48595122,0.487804878,0.34297561,0.013121951,-0.487804878,-0.487804878,-0.487804878,0.0,0.446585366,0.830682927,0.187365854,0.114829268,0.448,0.816292683,0.202,0.115170732,-0.064634146,-121.9,-144.1,4.7,399.4,397.1,397.3,41,43,42,62,69,61,46,250.8,30,0,153357,0,0,-22077,0,153357,-22077,14.0,14.9,12.1,0.5,19
221,2131,10,2131,0,17,249.0,-1.8,8.7,8.6,19.6,1.9,1.9,-1.9,-0.1,-2.5,0.5,27,42,100,43,38,59,54,47,68.0,74,71,73,1612.8,1692.4,1354.6,57.9,31,42,40,1.0,921.7,959.0,944.8,50.0,0.482097561,0.487804878,0.305170732,0.021707317,-0.487804878,-0.487804878,-0.487804878,0.0,0.541707317,0.868487805,0.248341463,0.116829268,0.542439024,0.856585366,0.259512195,0.116195122,-0.076682927,-141.1,-167.1,5.4,398.1,395.9,396.3,42,43,43,61,67,60,46,250.8,31,0,185280,0,0,-26188,0,185280,-26188,14.2,14.9,12.0,0.5,19
222,2132,10,2132,0,17,250.4,-0.4,8.4,8.3,14.7,3.7,1.4,-2.1,-1.1,-2.4,0.2,27,42,100,43,39,60,55,48,69.0,76,73,73,1610.8,1686.6,1341.4,63.2,31,43,40,1.0,819.1,854.7,838.4,50.0,0.486926829,0.487804878,0.428634146,0.005512195,-0.487804878,-0.487804878,-0.487804878,0.0,0.484341463,0.74497561,0.156780488,0.106097561,0.484682927,0.736292683,0.164634146,0.105658537,-0.075658537,-147.3,-166.5,5.1,401.0,398.7,399.2,42,43,43,61,68,60,46,250.8,31,0,165756,0,0,-25851,0,165756,-25851,14.2,14.9,11.8,0.6,19
223,2136,10,2136,0,16,209.5,-49.3,7.7,7.5,18.8,2.1,1.3,-2.2,0.1,-2.7,0.2,27,42,100,43,38,59,55,47,68.0,73,71,72,1568.9,1671.8,1397.3,61.0,30,43,39,1.0,603.8,639.9,620.7,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.356878049,0.544926829,0.138,0.073219512,0.35697561,0.536439024,0.144926829,0.07204878,-0.062878049,-106.7,-151.9,9.3,399.2,397.0,397.4,40,42,42,60,67,59,46,258.9,30,0,122056,0,0,-21493,0,122056,-21493,13.9,14.8,12.4,0.5,19
224,2159,10,2159,0,17,254.9,4.8,9.6,9.5,19.4,1.9,1.9,-1.5,1.1,-2.5,0.8,26,40,101,41,38,61,55,43,61.0,81,76,77,1647.9,1695.0,1520.7,28.7,28,42,41,1.0,1162.1,1194.4,1175.9,50.0,0.427073171,0.487804878,0.198097561,0.079414634,-0.477902439,-0.284536585,-0.487804878,0.032829268,0.684585366,0.975609756,0.333170732,0.147121951,0.683560976,0.986,0.345414634,0.146829268,-0.08902439,-166.4,-194.6,7.9,400.6,398.2,399.4,43,44,43,72,79,75,44,250.1,29,0,233921,0,0,-30418,0,233921,-30418,14.5,15.0,13.4,0.3,18
